Symbol,Name,Market Cap,Country,Sector
HAIN,Hain Celestial Group Inc. (The) Common Stock,708873610,United States,Consumer Staples
HAL,Halliburton Company Common Stock,24692713565,United States,Energy
HALO,Halozyme Therapeutics Inc. Common Stock,7523423049,United States,Health Care
HAS,Hasbro Inc. Common Stock,9398828300,United States,Consumer Discretionary
HASI,HA Sustainable Infrastructure Capital Inc. Common Stock,3914662405,United States,Real Estate
HAYN,Haynes International Inc. Common Stock,759813798,United States,Industrials
HAYW,Hayward Holdings Inc. Common Stock,3018247145,United States,Industrials
HBAN,Huntington Bancshares Incorporated Common Stock,20653594956,United States,Finance
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,37138707668,United States,Finance
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,34916485426,United States,Finance
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,28438634968,United States,Finance
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,381196191,United States,Consumer Discretionary
HBCP,Home Bancorp Inc. Common Stock,331652135,United States,Finance
HBI,Hanesbrands Inc. Common Stock,2176928454,United States,Consumer Discretionary
HBIO,Harvard Bioscience Inc. Common Stock,123418799,United States,Industrials
HBNC,Horizon Bancorp Inc. Common Stock,671417226,United States,Finance
HBT,HBT Financial Inc. Common Stock,674739245,United States,Finance
HCA,HCA Healthcare Inc. Common Stock,1.00E+11,United States,Health Care
HCAT,Health Catalyst Inc Common Stock,480738472,United States,Technology
HCC,Warrior Met Coal Inc. Common Stock,2723819399,United States,Energy
HCI,HCI Group Inc. Common Stock,991244936,United States,Finance
HCKT,Hackett Group Inc (The). Common Stock,694778006,United States,Consumer Discretionary
HCP,HashiCorp Inc. Class A Common Stock,6865945582,United States,Technology
HCSG,Healthcare Services Group Inc. Common Stock,777127919,United States,Health Care
HCTI,Healthcare Triangle Inc. Common Stock,2635053,United States,Technology
HCVI,Hennessy Capital Investment Corp. VI Class A Common Stock,0,United States,Finance
HCWB,HCW Biologics Inc. Common Stock,20806649,United States,Health Care
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,4147059748,United States,Finance
HD,Home Depot Inc. (The) Common Stock,3.68E+11,United States,Consumer Discretionary
HDSN,Hudson Technologies Inc. Common Stock,355979999,United States,Consumer Discretionary
HE,Hawaiian Electric Industries Inc. Common Stock,1244222871,United States,Utilities
HEAR,Turtle Beach Corporation Common Stock,284956182,United States,Telecommunications
HEES,H&E Equipment Services Inc. Common Stock,1541258067,United States,Industrials
HEI,Heico Corporation Common Stock,35253757011,United States,Industrials
HEI/A,Heico Corporation,,United States,
HEPA,Hepion Pharmaceuticals Inc. Common Stock,4349345,United States,Health Care
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,0,United States,Finance
HES,Hess Corporation Common Stock,38930318752,United States,Energy
HESM,Hess Midstream LP Class A Share,3278370794,United States,Energy
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,40581943,United States,Finance
HFFG,HF Foods Group Inc. Common Stock,168736586,United States,Consumer Discretionary
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,0,United States,Finance
HFWA,Heritage Financial Corporation Common Stock,736148844,United States,Finance
HGBL,Heritage Global Inc. Common Stock,60866132,United States,Consumer Discretionary
HGTY,Hagerty Inc. Class A Common Stock,3745886275,United States,Finance
HGV,Hilton Grand Vacations Inc. Common Stock ,3596093414,United States,Consumer Discretionary
HHH,Howard Hughes Holdings Inc. Common Stock,3677306090,United States,Real Estate
HHS,Harte Hanks Inc. Common Stock,54230034,United States,Consumer Discretionary
HI,Hillenbrand Inc Common Stock,1849058821,United States,Consumer Discretionary
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,0,United States,Finance
HIFS,Hingham Institution for Savings Common Stock,507860100,United States,Finance
HIG,Hartford Financial Services Group Inc. (The) Common Stock,33421224973,United States,Finance
HII,Huntington Ingalls Industries Inc. Common Stock,10102628068,United States,Industrials
HIMS,Hims & Hers Health Inc. Class A Common Stock,3314809661,United States,Health Care
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,0,United States,Finance
HIPO,Hippo Holdings Inc. Common Stock,444818591,United States,Finance
HIW,Highwoods Properties Inc. Common Stock,3405039433,United States,Real Estate
HIX,Western Asset High Income Fund II Inc. Common Stock,0,United States,Finance
HL,Hecla Mining Company Common Stock,3727917933,United States,Industrials
HLI,Houlihan Lokey Inc. Class A Common Stock,10513472609,United States,Finance
HLIO,Helios Technologies Inc. Common Stock,1333110815,United States,Industrials
HLIT,Harmonic Inc. Common Stock,1609965057,United States,Technology
HLLY,Holley Inc. Common Stock,370111616,United States,Consumer Discretionary
HLMN,Hillman Solutions Corp. Common Stock,1877821515,United States,Consumer Discretionary
HLNE,Hamilton Lane Incorporated Class A Common Stock,8003343496,United States,Finance
HLT,Hilton Worldwide Holdings Inc. Common Stock ,52139045183,United States,Consumer Discretionary
HLVX,HilleVax Inc. Common Stock,85132244,United States,Health Care
HLX,Helix Energy Solutions Group Inc. Common Stock,1415613328,United States,Energy
HMN,Horace Mann Educators Corporation Common Stock,1352301527,United States,Finance
HMNF,HMN Financial Inc. Common Stock,111534501,United States,Finance
HMST,HomeStreet Inc. Common Stock,284183505,United States,Finance
HNI,HNI Corporation Common Stock,2361184596,United States,Consumer Discretionary
HNNA,Hennessy Advisors Inc. Common Stock,80113821,United States,Finance
HNRG,Hallador Energy Company Common Stock,260700115,United States,Energy
HNST,The Honest Company Inc. Common Stock,399325760,United States,Consumer Discretionary
HNVR,Hanover Bancorp Inc. Common Stock,129972093,United States,Finance
HNW,Pioneer Diversified High Income Fund Inc.,0,United States,Finance
HOFT,Hooker Furnishings Corporation Common Stock,168955491,United States,Consumer Discretionary
HOFV,Hall of Fame Resort & Entertainment Company Common Stock,12055538,United States,Consumer Discretionary
HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant,55033,United States,Consumer Discretionary
HOG,Harley-Davidson Inc. Common Stock,4617264399,United States,Consumer Discretionary
HOLO,MicroCloud Hologram Inc. Ordinary Shares,23490951,United States,Technology
HOLOW,MicroCloud Hologram Inc. Warrant,2951743,United States,Technology
HOLX,Hologic Inc. Common Stock,18584075199,United States,Health Care
HOMB,Home BancShares Inc. Common Stock,5289570644,United States,Finance
HON,Honeywell International Inc. Common Stock,1.33E+11,United States,Industrials
HONDU,HCM II Acquisition Corp. Unit,0,United States,Finance
HONE,HarborOne Bancorp Inc. Common Stock,550221191,United States,Finance
HOOD,Robinhood Markets Inc. Class A Common Stock,18259744446,United States,Finance
HOOK,HOOKIPA Pharma Inc. Common Stock,63647966,United States,Health Care
HOPE,Hope Bancorp Inc. Common Stock,1446364891,United States,Finance
HOTH,Hoth Therapeutics Inc. Common Stock,8215527,United States,Health Care
HOUR,Hour Loop Inc. Common Stock,47077523,United States,Consumer Discretionary
HOUS,Anywhere Real Estate Inc. Common Stock,532998374,United States,Finance
HOV,Hovnanian Enterprises Inc. Class A Common Stock,1172983424,United States,Consumer Discretionary
HOVNP,Hovnanian Enterprises Inc Dep Shr Srs A Pfd,108985194,United States,Consumer Discretionary
HOVR,New Horizon Aircraft Ltd. Class A Ordinary Share,15222510,United States,Industrials
HOVRW,New Horizon Aircraft Ltd. Warrant,631595,United States,Industrials
HOWL,Werewolf Therapeutics Inc. Common Stock,97892809,United States,Health Care
HP,Helmerich & Payne Inc. Common Stock,3039691581,United States,Energy
HPE,Hewlett Packard Enterprise Company Common Stock,21298165680,United States,Technology
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,0,United States,Finance
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,0,United States,Finance
HPK,HighPeak Energy Inc. Common Stock,1757830200,United States,Energy
HPKEW,HighPeak Energy Inc. Warrant,509503262,United States,Energy
HPP,Hudson Pacific Properties Inc. Common Stock,677915333,United States,Finance
HPQ,HP Inc. Common Stock,32159262953,United States,Technology
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,0,United States,Finance
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,884854239,United States,Finance
HQI,HireQuest Inc. Common Stock (DE),190540000,United States,Consumer Discretionary
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,385194540,United States,Finance
HQY,HealthEquity Inc. Common Stock,6562433545,United States,Consumer Discretionary
HR,Healthcare Realty Trust Incorporated Common Stock,6632562649,United States,Real Estate
HRB,H&R Block Inc. Common Stock,8786046926,United States,Consumer Discretionary
HRI,Herc Holdings Inc. Common Stock ,3797771999,United States,Industrials
HRL,Hormel Foods Corporation Common Stock,17185715819,United States,Consumer Staples
HRMY,Harmony Biosciences Holdings Inc. Common Stock,2118799294,United States,Health Care
HROW,Harrow Inc. Common Stock,1467929393,United States,Health Care
HROWL,Harrow Inc. 8.625% Senior Notes due 2026,903040925,United States,Health Care
HROWM,Harrow  Inc. 11.875% Senior Notes due 2027,933204975,United States,Health Care
HRTG,Heritage Insurance Holdings Inc. Common Stock,465786126,United States,Finance
HRTX,Heron Therapeutics Inc. Common Stock,274519111,United States,Health Care
HRZN,Horizon Technology Finance Corporation Common Stock,395935232,United States,Finance
HSCS,Heart Test Laboratories Inc. Common Stock,2413824,United States,Health Care
HSDT,Helius Medical Technologies Inc. Class A Common Stock (DE),2875262,United States,Health Care
HSIC,Henry Schein Inc. Common Stock,8495757923,United States,Health Care
HSII,Heidrick & Struggles International Inc. Common Stock,731425536,United States,Consumer Discretionary
HSON,Hudson Global Inc. Common Stock,43169246,United States,Consumer Discretionary
HSPO,Horizon Space Acquisition I Corp. Ordinary Shares,0,United States,Finance
HSPOW,Horizon Space Acquisition I Corp. Warrant,0,United States,Finance
HST,Host Hotels & Resorts Inc. Common Stock,11815047007,United States,Real Estate
HSTM,HealthStream Inc. Common Stock,848690350,United States,Technology
HSY,The Hershey Company Common Stock,40178400453,United States,Consumer Staples
HTBI,HomeTrust Bancshares Inc. Common Stock,595996832,United States,Finance
HTBK,Heritage Commerce Corp Common Stock,593329250,United States,Finance
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,0,United States,Finance
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,875168312,United States,Finance
HTGC,Hercules Capital Inc. Common Stock,3039661647,United States,Finance
HTH,Hilltop Holdings Inc.,2019424150,United States,Finance
HTIA,Healthcare Trust Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,1791428008,United States,Real Estate
HTIBP,Healthcare Trust Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,1807281353,United States,Real Estate
HTLD,Heartland Express Inc. Common Stock,926244068,United States,Industrials
HTLF,Heartland Financial USA Inc. Common Stock,2318906163,United States,Finance
HTLFP,Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,1086987264,United States,Finance
HTZ,Hertz Global Holdings Inc Common Stock,821438216,United States,Consumer Discretionary
HTZWW,Hertz Global Holdings Inc Warrant,616078662,United States,Consumer Discretionary
HUBB,Hubbell Inc Common Stock,21089626969,United States,Technology
HUBG,Hub Group Inc. Class A Common Stock,2726873657,United States,Consumer Discretionary
HUBS,HubSpot Inc. Common Stock,25562478533,United States,Technology
HUM,Humana Inc. Common Stock,39514621124,United States,Health Care
HUMA,Humacyte Inc. Common Stock,679107884,United States,Health Care
HUMAW,Humacyte Inc. Warrant,213638508,United States,Health Care
HUN,Huntsman Corporation Common Stock,3681515906,United States,Industrials
HURC,Hurco Companies Inc. Common Stock,115768417,United States,Industrials
HURN,Huron Consulting Group Inc. Common Stock,1866821067,United States,Consumer Discretionary
HUSA,Houston American Energy Corporation Common Stock,10738395,United States,Energy
HUT,Hut 8 Corp. Common Stock,963615407,United States,Finance
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,927671809,United States,Technology
HVT,Haverty Furniture Companies Inc. Common Stock,418568947,United States,Consumer Discretionary
HVT/A,Haverty Furniture Companies Inc.,,United States,
HWBK,Hawthorn Bancshares Inc. Common Stock,168100555,United States,Finance
HWC,Hancock Whitney Corporation Common Stock,4186941106,United States,Finance
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,2158662150,United States,Finance
HWH,HWH International Inc. Common Stock,7803408,United States,Health Care
HWKN,Hawkins Inc. Common Stock,2388910377,United States,Consumer Discretionary
HWM,Howmet Aerospace Inc. Common Stock,38402514253,United States,Industrials
HXL,Hexcel Corporation Common Stock,4982542794,United States,Industrials
HY,Hyster-Yale Inc. Class A common stock,1011916320,United States,Industrials
HYB,New America High Income Fund Inc. (The) Common Stock,0,United States,Finance
HYFM,Hydrofarm Holdings Group Inc. Common Stock,31722364,United States,Consumer Discretionary
HYLN,Hyliion Holdings Corp. Class A Common Stock,324601029,United States,Consumer Discretionary
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,49725853,United States,Basic Materials
HYMCL,Hycroft Mining Holding Corporation Warrants,595749,United States,Basic Materials
HYMCW,Hycroft Mining Holding Corporation  Warrant,379550,United States,Basic Materials
HYPR,Hyperfine Inc. Class A Common Stock,74438195,United States,Health Care
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,0,United States,Finance
HYZN,Hyzon Motors Inc. Class A Common Stock,684308313,United States,Energy
HYZNW,Hyzon Motors Inc. Warrants,3801713,United States,Energy
HZO,MarineMax Inc.  (FL) Common Stock,679591017,United States,Consumer Discretionary
IAC,IAC Inc. Common Stock,4346646232,United States,Technology
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,0,United States,Finance
IAF,abrdn Australia Equity Fund Inc. Common Stock,0,United States,Finance
IART,Integra LifeSciences Holdings Corporation Common Stock,1365443675,United States,Health Care
IAS,Integral Ad Science Holding Corp. Common Stock,1752423129,United States,Technology
IBAC,IB Acquisition Corp. Common Stock,0,United States,
IBACR,IB Acquisition Corp. Right,0,United States,
IBCP,Independent Bank Corporation Common Stock,682898339,United States,Finance
IBIO,iBio Inc. Common Stock,16384984,United States,Health Care
IBKR,Interactive Brokers Group Inc. Class A Common Stock,13361764536,United States,Finance
IBM,International Business Machines Corporation Common Stock,1.93E+11,United States,Technology
IBOC,International Bancshares Corporation Common Stock,3710380984,United States,Finance
IBP,Installed Building Products Inc. Common Stock,5814040415,United States,Consumer Discretionary
IBRX,ImmunityBio Inc. Common Stock,2521450973,United States,Health Care
IBTA,Ibotta Inc. Class A Common Stock,1550984955,United States,Consumer Discretionary
IBTX,Independent Bank Group Inc Common Stock,2271447640,United States,Finance
ICAD,iCAD Inc. Common Stock,36890642,United States,Health Care
ICCC,ImmuCell Corporation Common Stock,29687373,United States,Health Care
ICCH,ICC Holdings Inc. Common Stock,71785503,United States,Finance
ICCT,iCoreConnect Inc. Common stock,5255230,United States,Technology
ICE,Intercontinental Exchange Inc. Common Stock,91856992819,United States,Finance
ICFI,ICF International Inc. Common Stock,3048391215,United States,Consumer Discretionary
ICHR,Ichor Holdings Ordinary Shares,962124910,United States,Technology
ICMB,Investcorp Credit Management BDC Inc. Common Stock,43922263,United States,Finance
ICU,SeaStar Medical Holding Corporation Common Stock,21636965,United States,Health Care
ICUCW,SeaStar Medical Holding Corporation Warrant,229293,United States,Health Care
ICUI,ICU Medical Inc. Common Stock,4162556047,United States,Health Care
IDA,IDACORP Inc. Common Stock,5500065271,United States,Utilities
IDAI,T Stamp Inc. Class A Common Stock,4092869,United States,Technology
IDCC,InterDigital Inc. Common Stock,3322657396,United States,Miscellaneous
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,0,United States,Finance
IDN,Intellicheck Inc. Common Stock,39458480,United States,Technology
IDT,IDT Corporation Class B Common Stock,927406485,United States,Telecommunications
IDXX,IDEXX Laboratories Inc. Common Stock,40351289553,United States,Health Care
IDYA,IDEAYA Biosciences Inc. Common Stock,3058230083,United States,Health Care
IEP,Icahn Enterprises L.P. Common Stock,4764138879,United States,Consumer Discretionary
IESC,IES Holdings Inc. Common Stock,3133582082,United States,Industrials
IEX,IDEX Corporation Common Stock,14923410256,United States,Industrials
IFF,International Flavors & Fragrances Inc. Common Stock,26404479594,United States,Industrials
IFN,India Fund Inc. (The) Common Stock,0,United States,Finance
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,0,United States,Finance
IGC,IGC Pharma Inc. Common Stock,28325839,United States,Health Care
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,0,United States,Finance
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,0,United States,Finance
IGMS,IGM Biosciences Inc. Common Stock,696401174,United States,Health Care
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,0,United States,Finance
IGT,International Game Technology Ordinary Shares,4284305661,United States,Consumer Discretionary
IGTA,Inception Growth Acquisition Limited Common Stock,0,United States,Finance
IGTAR,Inception Growth Acquisition Limited Rights,0,United States,Finance
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares,80429959,United States,Real Estate
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,0,United States,Finance
IHRT,iHeartMedia Inc. Class A Common Stock,264252485,United States,Consumer Discretionary
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,18769516,United States,Finance
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,0,United States,Finance
III,Information Services Group Inc. Common Stock,156455798,United States,Consumer Discretionary
IIIN,Insteel Industries Inc. Common Stock,591513767,United States,Industrials
IIIV,i3 Verticals Inc. Class A Common Stock,728149351,United States,Consumer Discretionary
IIM,Invesco Value Municipal Income Trust Common Stock,607653547,United States,Finance
IIPR,Innovative Industrial Properties Inc. Common Stock,3557061633,United States,Finance
IKNA,Ikena Oncology Inc. Common Stock,82521370,United States,Health Care
IKT,Inhibikase Therapeutics Inc. Common Stock,9852572,United States,Health Care
ILMN,Illumina Inc. Common Stock,19885419000,United States,Health Care
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,319355368,United States,Real Estate
IMKTA,Ingles Markets Incorporated Class A Common Stock,1355818559,United States,Consumer Staples
IMMR,Immersion Corporation Common Stock,279986837,United States,Technology
IMMX,Immix Biopharma Inc. Common Stock,51057891,United States,Health Care
IMNM,Immunome Inc. Common Stock,868386219,United States,Health Care
IMNN,Imunon Inc. Common Stock,15912982,United States,Health Care
IMRX,Immuneering Corporation Class A Common Stock,38252828,United States,Health Care
IMUX,Immunic Inc. Common Stock,136920104,United States,Health Care
IMVT,Immunovant Inc. Common Stock,4251972215,United States,Health Care
IMXI,International Money Express Inc. Common Stock,580093331,United States,Consumer Discretionary
INAB,IN8bio Inc. Common Stock,14157730,United States,Health Care
INAQ,Insight Acquisition Corp. Class A Common Stock,0,United States,Finance
INAQW,Insight Acquisition Corp. Warrant,0,United States,Finance
INBK,First Internet Bancorp Common Stock,286993970,United States,Finance
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,217825910,United States,Finance
INBS,Intelligent Bio Solutions Inc. Common Stock,6358780,United States,Health Care
INBX,Inhibrx Biosciences Inc. Common Stock,217138560,United States,Health Care
INCY,Incyte Corp. Common Stock,12158713445,United States,Health Care
INDB,Independent Bank Corp. Common Stock,2502680187,United States,Finance
INDI,indie Semiconductor Inc. Class A Common Stock,675163500,United States,Technology
INDP,Indaptus Therapeutics Inc. Common Stock,15703201,United States,Health Care
INFA,Informatica Inc. Class A Common Stock,7724922468,United States,Technology
INFN,Infinera Corporation Common Stock,1515316601,United States,Utilities
INFU,InfuSystems Holdings Inc. Common Stock,137484511,United States,Health Care
INGN,Inogen Inc Common Stock,274191779,United States,Health Care
INGR,Ingredion Incorporated Common Stock,8747509264,United States,Consumer Staples
INHD,Inno Holdings Inc. Common Stock,12075429,United States,Industrials
INKT,MiNK Therapeutics Inc. Common Stock,30643259,United States,Health Care
INMB,INmune Bio Inc. Common stock,123244533,United States,Health Care
INN,Summit Hotel Properties Inc. Common Stock,690099766,United States,Real Estate
INNV,InnovAge Holding Corp. Common Stock,786008415,United States,Health Care
INO,Inovio Pharmaceuticals Inc. Common Stock,170065955,United States,Health Care
INOD,Innodata Inc. Common Stock,442079825,United States,Technology
INSE,Inspired Entertainment Inc. Common Stock,226948826,United States,Technology
INSG,Inseego Corp. Common Stock,200819725,United States,Telecommunications
INSI,Insight Select Income Fund,0,United States,Finance
INSM,Insmed Incorporated Common Stock,12503740734,United States,Health Care
INSP,Inspire Medical Systems Inc. Common Stock,6161164666,United States,Health Care
INSW,International Seaways Inc. Common Stock ,2368936052,United States,Consumer Discretionary
INTA,Intapp Inc. Common Stock,3300225147,United States,Technology
INTC,Intel Corporation Common Stock,83980640000,United States,Technology
INTE,Integral Acquisition Corporation 1 Class A Common Stock,0,United States,Finance
INTG,Intergroup Corporation (The) Common Stock,40463459,United States,Real Estate
INTS,Intensity Therapeutics Inc. Common stock,58117215,United States,Health Care
INTT,inTest Corporation Common Stock,87113309,United States,Industrials
INTU,Intuit Inc. Common Stock,1.80E+11,United States,Technology
INTZ,Intrusion Inc. Common Stock,6907186,United States,Telecommunications
INUV,Inuvo Inc.,36807250,United States,Consumer Discretionary
INVA,Innoviva Inc. Common Stock,1213712403,United States,Health Care
INVE,Identiv Inc. Common Stock,80994249,United States,Technology
INVH,Invitation Homes Inc. Common Stock,22053385584,United States,Finance
INVO,INVO BioScience Inc. Common Stock,2746359,United States,Health Care
INVX,Innovex International Inc. Common Stock,508859437,United States,Industrials
INZY,Inozyme Pharma Inc. Common Stock,349591000,United States,Health Care
IONQ,IonQ Inc. Common Stock,1547770572,United States,Technology
IONS,Ionis Pharmaceuticals Inc. Common Stock,6218357700,United States,Health Care
IOR,Income Opportunity Realty Investors Inc. Common Stock,69125026,United States,Real Estate
IOSP,Innospec Inc. Common Stock,2655762508,United States,Industrials
IOT,Samsara Inc. Class A Common Stock,25353607453,United States,Technology
IOVA,Iovance Biotherapeutics Inc. Common Stock,2837854703,United States,Health Care
IP,International Paper Company Common Stock,16371535799,United States,Basic Materials
IPAR,Inter Parfums Inc. Common Stock,3695601912,United States,Consumer Discretionary
IPDN,Professional Diversity Network Inc. Common Stock,5682613,United States,Technology
IPG,Interpublic Group of Companies Inc. (The) Common Stock,11617016206,United States,Consumer Discretionary
IPGP,IPG Photonics Corporation Common Stock,2792879162,United States,Technology
IPI,Intrepid Potash Inc Common Stock,303481247,United States,Industrials
IPSC,Century Therapeutics Inc. Common Stock,132156899,United States,Health Care
IPW,iPower Inc. Common Stock,39061884,United States,Consumer Discretionary
IPWR,Ideal Power Inc. Common Stock,55242324,United States,Technology
IPX,IperionX Limited American Depositary Share,342290833,United States,Basic Materials
IPXX,Inflection Point Acquisition Corp. II Class A Ordinary Share,0,United States,Finance
IPXXW,Inflection Point Acquisition Corp. II Warrant,0,United States,Finance
IQI,Invesco Quality Municipal Income Trust Common Stock,548404975,United States,Finance
IQV,IQVIA Holdings Inc. Common Stock,43259790000,United States,Health Care
IR,Ingersoll Rand Inc. Common Stock,36164286605,United States,Industrials
IRBT,iRobot Corporation Common Stock,205269875,United States,Consumer Discretionary
IRDM,Iridium Communications Inc Common Stock,3208170086,United States,Telecommunications
IRIX,IRIDEX Corporation Common Stock,33514106,United States,Health Care
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,33551751778,United States,Real Estate
IRMD,iRadimed Corporation Common Stock,592185844,United States,Health Care
IROH,Iron Horse Acquisitions Corp. Common Stock,0,United States,
IROHR,Iron Horse Acquisitions Corp. Right,0,United States,
IRON,Disc Medicine Inc. Common Stock,1441699506,United States,Health Care
IROQ,IF Bancorp Inc. Common Stock,63204540,United States,Finance
IRT,Independence Realty Trust Inc. Common Stock,4594711813,United States,Real Estate
IRTC,iRhythm Technologies Inc. Common Stock,2337395492,United States,Health Care
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,694864654,United States,Health Care
ISD,PGIM High Yield Bond Fund Inc.,0,United States,Finance
ISDR,Issuer Direct Corporation Common Stock,40793515,United States,Consumer Discretionary
ISPC,iSpecimen Inc. Common Stock,3170791,United States,Health Care
ISPO,Inspirato Incorporated Class A Common Stock,14439901,United States,Finance
ISPOW,Inspirato Incorporated Warrant,0,United States,Finance
ISPR,Ispire Technology Inc. Common Stock,413416662,United States,Health Care
ISRG,Intuitive Surgical Inc. Common Stock,1.74E+11,United States,Health Care
ISRL,Israel Acquisitions Corp Class A Ordinary Shares,0,United States,Finance
ISRLU,Israel Acquisitions Corp Unit,0,United States,Finance
ISSC,Innovative Solutions and Support Inc. Common Stock,116549700,United States,Technology
ISTR,Investar Holding Corporation Common Stock,173283701,United States,Finance
IT,Gartner Inc. Common Stock,38512033312,United States,Consumer Discretionary
ITCI,Intra-Cellular Therapies Inc. Common Stock,7895432636,United States,Health Care
ITGR,Integer Holdings Corporation Common Stock,4166248991,United States,Health Care
ITI,Iteris Inc. Common Stock,304042050,United States,Telecommunications
ITIC,Investors Title Company Common Stock,413228420,United States,Finance
ITOS,iTeos Therapeutics Inc. Common Stock,583984302,United States,Health Care
ITRI,Itron Inc. Common Stock,4480542920,United States,Industrials
ITT,ITT Inc. Common Stock ,10765609000,United States,Industrials
ITW,Illinois Tool Works Inc. Common Stock,73340238000,United States,Industrials
IVAC,Intevac Inc. Common Stock,92927151,United States,Technology
IVCPW,Swiftmerge Acquisition Corp. Warrants,0,United States,Finance
IVDA,Iveda Solutions Inc. Common Stock,4391244,United States,Technology
IVDAW,Iveda Solutions Inc. Warrant,813495,United States,Technology
IVP,Inspire Veterinary Partners Inc. Class A Common Stock,3423790,United States,Consumer Staples
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,476383063,United States,Real Estate
IVT,InvenTrust Properties Corp. Common Stock,1984235300,United States,Real Estate
IVVD,Invivyd Inc. Common Stock,121831488,United States,Health Care
IVZ,Invesco Ltd Common Stock,7110512331,United States,Finance
IZEA,IZEA Worldwide Inc. Common Stock,42442094,United States,Consumer Discretionary
J,Jacobs Solutions Inc. Common Stock,17635807534,United States,Industrials
JACK,Jack In The Box Inc. Common Stock,818974506,United States,Consumer Discretionary
JAGX,Jaguar Health Inc. Common Stock,10442591,United States,Health Care
JAKK,JAKKS Pacific Inc. Common Stock,255928598,United States,Consumer Discretionary
JAMF,Jamf Holding Corp. Common Stock,2224789393,United States,Technology
JANX,Janux Therapeutics Inc. Common Stock,2280110208,United States,Health Care
JBGS,JBG SMITH Properties Common Shares ,1513918158,United States,Real Estate
JBHT,J.B. Hunt Transport Services Inc. Common Stock,17262240237,United States,Industrials
JBI,Janus International Group Inc. Common Stock,1413985278,United States,Industrials
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,0,United States,Finance
JBL,Jabil Inc. Common Stock,11734770660,United States,Technology
JBLU,JetBlue Airways Corporation Common Stock,1959607168,United States,Consumer Discretionary
JBSS,John B. Sanfilippo & Son Inc. Common Stock,1051505908,United States,Consumer Staples
JBT,John Bean Technologies Corporation Common Stock,2724281308,United States,Industrials
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,0,United States,Finance
JCTCF,Jewett-Cameron Trading Company Common Shares,15524170,United States,Consumer Discretionary
JEF,Jefferies Financial Group Inc. Common Stock,11591729428,United States,Finance
JELD,JELD-WEN Holding Inc. Common Stock,1150625276,United States,Basic Materials
JEQ,abrdn Japan Equity Fund Inc. Common Stock,81327940,United States,Consumer Discretionary
JFR,Nuveen Floating Rate Income Fund Common Stock,0,United States,Finance
